gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version
ENSG00000119772,DNMT3A,DNA methyltransferase 3 alpha,1,positive,ENSG00000119772,DNMT3A,protein_coding,2,25227855.0,25342590.0,-1.0,Q9Y6K1,DNM3A_HUMAN,912.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000137513,NARS2,NARS2,0,negative,ENSG00000137513,NARS2,protein_coding,11,78435620.0,78575194.0,-1.0,Q96I59,SYNM_HUMAN,477.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000105290,APLP1,APLP1,0,negative,ENSG00000105290,APLP1,protein_coding,19,35867899.0,35879803.0,1.0,P51693,APLP1_HUMAN,650.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000164182,NDUFAF2,NADH:ubiquinone oxidoreductase complex assembly factor 2,1,positive,ENSG00000164182,NDUFAF2,protein_coding,5,60945177.0,61154531.0,1.0,Q8N183,NDUF2_HUMAN,169.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000119969,HELLS,HELLS,0,negative,ENSG00000119969,HELLS,protein_coding,10,94545329.0,94613905.0,1.0,Q9NRZ9,HELLS_HUMAN,838.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000123329,ARHGAP9,ARHGAP9,0,negative,ENSG00000123329,ARHGAP9,protein_coding,12,57472262.0,57488824.0,-1.0,Q9BRR9,RHG09_HUMAN,750.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000179603,GRM8,glutamate metabotropic receptor 8,1,positive,ENSG00000179603,GRM8,protein_coding,7,126438598.0,127253093.0,-1.0,O00222,GRM8_HUMAN,908.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000170262,MRAP,MRAP,0,negative,ENSG00000170262,MRAP,protein_coding,21,32291813.0,32314784.0,1.0,Q8TCY5,MRAP_HUMAN,172.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000002726,AOC1,amine oxidase copper containing 1,1,positive,ENSG00000002726,AOC1,protein_coding,7,150824627.0,150861504.0,1.0,P19801,AOC1_HUMAN,751.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000141194,OR4D1,OR4D1,0,negative,ENSG00000141194,OR4D1,protein_coding,17,58148384.0,58159585.0,1.0,Q15615,OR4D1_HUMAN,310.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000182923,CEP63,CEP63,0,negative,ENSG00000182923,CEP63,protein_coding,3,134485699.0,134587789.0,1.0,Q96MT8,CEP63_HUMAN,703.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000177414,UBE2U,UBE2U,0,negative,ENSG00000177414,UBE2U,protein_coding,1,64203623.0,64267368.0,1.0,Q5VVX9,UBE2U_HUMAN,321.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000131864,USP29,USP29,0,negative,ENSG00000131864,USP29,protein_coding,19,57119138.0,57131926.0,1.0,Q9HBJ7,UBP29_HUMAN,922.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000203883,SOX18,SOX18,0,negative,ENSG00000203883,SOX18,protein_coding,20,64047582.0,64049639.0,-1.0,P35713,SOX18_HUMAN,384.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000258890,CEP95,CEP95,0,negative,ENSG00000258890,CEP95,protein_coding,17,64506767.0,64542461.0,1.0,Q96GE4,CEP95_HUMAN,821.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000122859,NEUROG3,neurogenin 3,1,positive,ENSG00000122859,NEUROG3,protein_coding,10,69571485.0,69573511.0,-1.0,Q9Y4Z2,NGN3_HUMAN,214.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000188522,FAM83G,FAM83G,0,negative,ENSG00000188522,FAM83G,protein_coding,17,18968789.0,19004815.0,-1.0,A6ND36,FA83G_HUMAN,823.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000049192,ADAMTS6,ADAMTS6,0,negative,ENSG00000049192,ADAMTS6,protein_coding,5,65148738.0,65481920.0,-1.0,Q9UKP5,ATS6_HUMAN,1117.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000136634,IL10,interleukin 10,1,positive,ENSG00000136634,IL10,protein_coding,1,206767602.0,206774541.0,-1.0,P22301,IL10_HUMAN,178.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000102572,STK24,serine/threonine kinase 24,1,positive,ENSG00000102572,STK24,protein_coding,13,98445185.0,98577940.0,-1.0,Q9Y6E0,STK24_HUMAN,443.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000182247,UBE2E2,ubiquitin conjugating enzyme E2 E2,1,positive,ENSG00000182247,UBE2E2,protein_coding,3,23203020.0,23591794.0,1.0,Q96LR5,UB2E2_HUMAN,201.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000066923,STAG3,STAG3,0,negative,ENSG00000066923,STAG3,protein_coding,7,100177563.0,100214387.0,1.0,Q9UJ98,STAG3_HUMAN,1225.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000205426,KRT81,KRT81,0,negative,ENSG00000205426,KRT81,protein_coding,12,52285913.0,52291534.0,-1.0,Q14533,KRT81_HUMAN,505.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000196428,TSC22D2,TSC22 domain family member 2,1,positive,ENSG00000196428,TSC22D2,protein_coding,3,150408298.0,150466422.0,1.0,O75157,T22D2_HUMAN,780.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000142156,COL6A1,COL6A1,0,negative,ENSG00000142156,COL6A1,protein_coding,21,45981755.0,46005050.0,1.0,P12109,CO6A1_HUMAN,1028.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000257743,MGAM2,maltase-glucoamylase 2 (putative),1,positive,ENSG00000257743,MGAM2,protein_coding,7,142111718.0,142222324.0,1.0,Q2M2H8,MGAL_HUMAN,2515.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000214279,SCART1,SCART1,0,negative,ENSG00000214279,SCART1,protein_coding,10,133453928.0,133523558.0,1.0,Q4G0T1,SRCRM_HUMAN,1027.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000143971,ETAA1,ETAA1 activator of ATR kinase,1,positive,ENSG00000143971,ETAA1,protein_coding,2,67397322.0,67412089.0,1.0,Q9NY74,ETAA1_HUMAN,926.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000116819,TFAP2E,TFAP2E,0,negative,ENSG00000116819,TFAP2E,protein_coding,1,35573314.0,35595328.0,1.0,Q6VUC0,AP2E_HUMAN,442.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000054803,CBLN4,cerebellin 4 precursor,1,positive,ENSG00000054803,CBLN4,protein_coding,20,55997357.0,56005519.0,-1.0,Q9NTU7,CBLN4_HUMAN,201.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000079308,TNS1,tensin 1,1,positive,ENSG00000079308,TNS1,protein_coding,2,217799588.0,218033982.0,-1.0,Q9HBL0,TENS1_HUMAN,1839.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000120690,ELF1,E74 like ETS transcription factor 1,1,positive,ENSG00000120690,ELF1,protein_coding,13,40931242.0,41061440.0,-1.0,P32519,ELF1_HUMAN,619.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000138622,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4,1,positive,ENSG00000138622,HCN4,protein_coding,15,73319859.0,73368958.0,-1.0,Q9Y3Q4,HCN4_HUMAN,1203.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000145284,SCD5,stearoyl-CoA desaturase 5,1,positive,ENSG00000145284,SCD5,protein_coding,4,82629539.0,82798796.0,-1.0,Q86SK9,SCD5_HUMAN,330.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000007171,NOS2,nitric oxide synthase 2,1,positive,ENSG00000007171,NOS2,protein_coding,17,27756766.0,27800758.0,-1.0,P35228,NOS2_HUMAN,1153.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000100078,PLA2G3,PLA2G3,0,negative,ENSG00000100078,PLA2G3,protein_coding,22,31134765.0,31140508.0,-1.0,Q9NZ20,PA2G3_HUMAN,509.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000121297,TSHZ3,teashirt zinc finger homeobox 3,1,positive,ENSG00000121297,TSHZ3,protein_coding,19,31149979.0,31349436.0,-1.0,Q63HK5,TSH3_HUMAN,1081.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000146802,TMEM168,TMEM168,0,negative,ENSG00000146802,TMEM168,protein_coding,7,112762377.0,112790715.0,-1.0,Q9H0V1,TM168_HUMAN,697.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000108389,MTMR4,MTMR4,0,negative,ENSG00000108389,MTMR4,protein_coding,17,58489529.0,58517905.0,-1.0,Q9NYA4,MTMR4_HUMAN,1195.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000151967,SCHIP1,SCHIP1,0,negative,ENSG00000151967,SCHIP1,protein_coding,3,159273244.0,159897629.0,1.0,P0DPB3,SCHI1_HUMAN,487.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000204634,TBC1D8,TBC1D8,0,negative,ENSG00000204634,TBC1D8,protein_coding,2,101005934.0,101252866.0,-1.0,O95759,TBCD8_HUMAN,1140.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000197093,GAL3ST4,GAL3ST4,0,negative,ENSG00000197093,GAL3ST4,protein_coding,7,100159244.0,100168953.0,-1.0,Q96RP7,G3ST4_HUMAN,486.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000143869,GDF7,growth differentiation factor 7,1,positive,ENSG00000143869,GDF7,protein_coding,2,20667144.0,20679243.0,1.0,Q7Z4P5,GDF7_HUMAN,450.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000100426,ZBED4,ZBED4,0,negative,ENSG00000100426,ZBED4,protein_coding,22,49853827.0,49897383.0,1.0,O75132,ZBED4_HUMAN,1171.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000173679,OR1L1,OR1L1,0,negative,ENSG00000173679,OR1L1,protein_coding,9,122661566.0,122662648.0,1.0,Q8NH94,OR1L1_HUMAN,360.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000166348,USP54,USP54,0,negative,ENSG00000166348,USP54,protein_coding,10,73497538.0,73626117.0,-1.0,Q70EL1,UBP54_HUMAN,1684.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000061918,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,1,positive,ENSG00000061918,GUCY1B1,protein_coding,4,155758988.0,155807811.0,1.0,Q02153,GCYB1_HUMAN,619.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000047188,YTHDC2,YTH N6-methyladenosine RNA binding protein C2,1,positive,ENSG00000047188,YTHDC2,protein_coding,5,113513694.0,113595287.0,1.0,Q9H6S0,YTDC2_HUMAN,1430.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000116198,CEP104,CEP104,0,negative,ENSG00000116198,CEP104,protein_coding,1,3812086.0,3857723.0,-1.0,O60308,CE104_HUMAN,925.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000035499,DEPDC1B,DEPDC1B,0,negative,ENSG00000035499,DEPDC1B,protein_coding,5,60596912.0,60700194.0,-1.0,Q8WUY9,DEP1B_HUMAN,529.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000158717,RNF166,ring finger protein 166,1,positive,ENSG00000158717,RNF166,protein_coding,16,88696495.0,88706424.0,-1.0,Q96A37,RN166_HUMAN,237.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000176853,FAM91A1,FAM91A1,0,negative,ENSG00000176853,FAM91A1,protein_coding,8,123768439.0,123815452.0,1.0,Q658Y4,F91A1_HUMAN,838.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000091844,RGS17,regulator of G protein signaling 17,1,positive,ENSG00000091844,RGS17,protein_coding,6,153004459.0,153131282.0,-1.0,Q9UGC6,RGS17_HUMAN,210.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000134758,RNF138,ring finger protein 138,1,positive,ENSG00000134758,RNF138,protein_coding,18,32091871.0,32131561.0,1.0,Q8WVD3,RN138_HUMAN,245.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000144218,AFF3,ALF transcription elongation factor 3,1,positive,ENSG00000144218,AFF3,protein_coding,2,99545419.0,100192428.0,-1.0,P51826,AFF3_HUMAN,1226.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000175445,LPL,lipoprotein lipase,1,positive,ENSG00000175445,LPL,protein_coding,8,19901717.0,19967267.0,1.0,P06858,LIPL_HUMAN,475.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000101104,PABPC1L,PABPC1L,0,negative,ENSG00000101104,PABPC1L,protein_coding,20,44910060.0,44959035.0,1.0,Q4VXU2,PAP1L_HUMAN,619.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000188559,RALGAPA2,RALGAPA2,0,negative,ENSG00000188559,RALGAPA2,protein_coding,20,20389530.0,20712644.0,-1.0,Q2PPJ7,RGPA2_HUMAN,1873.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000147874,HAUS6,HAUS augmin like complex subunit 6,1,positive,ENSG00000147874,HAUS6,protein_coding,9,19053141.0,19102927.0,-1.0,Q7Z4H7,HAUS6_HUMAN,955.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000137806,NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,1,positive,ENSG00000137806,NDUFAF1,protein_coding,15,41387218.0,41409403.0,-1.0,Q9Y375,CIA30_HUMAN,327.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000124789,NUP153,NUP153,0,negative,ENSG00000124789,NUP153,protein_coding,6,17614707.0,17706935.0,-1.0,P49790,NU153_HUMAN,1475.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000178177,LCORL,ligand dependent nuclear receptor corepressor like,1,positive,ENSG00000178177,LCORL,protein_coding,4,17841187.0,18021993.0,-1.0,Q8N3X6,LCORL_HUMAN,602.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000266265,KLF14,KLF transcription factor 14,1,positive,ENSG00000266265,KLF14,protein_coding,7,130730697.0,130734207.0,-1.0,Q8TD94,KLF14_HUMAN,323.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000063169,BICRA,BICRA,0,negative,ENSG00000063169,BICRA,protein_coding,19,47608196.0,47703277.0,1.0,Q9NZM4,BICRA_HUMAN,1560.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000160570,DEDD2,DEDD2,0,negative,ENSG00000160570,DEDD2,protein_coding,19,42198593.0,42220140.0,-1.0,Q8WXF8,DEDD2_HUMAN,326.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000069493,CLEC2D,CLEC2D,0,negative,ENSG00000069493,CLEC2D,protein_coding,12,9664969.0,9699553.0,1.0,Q9UHP7,CLC2D_HUMAN,191.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000186635,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",1,positive,ENSG00000186635,ARAP1,protein_coding,11,72683204.0,72793599.0,-1.0,Q96P48,ARAP1_HUMAN,1450.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000151553,FHIP2A,FHIP2A,0,negative,ENSG00000151553,FHIP2A,protein_coding,10,114821744.0,114899832.0,1.0,Q5W0V3,FHI2A_HUMAN,765.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000235106,BRD3OS,BRD3 opposite strand,1,positive,ENSG00000235106,BRD3OS,protein_coding,9,134025429.0,134034666.0,1.0,A0A1B0GUI7,BRDOS_HUMAN,84.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000166669,ATF7IP2,ATF7IP2,0,negative,ENSG00000166669,ATF7IP2,protein_coding,16,10326434.0,10483640.0,1.0,Q5U623,MCAF2_HUMAN,682.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000162992,NEUROD1,neuronal differentiation 1,1,positive,ENSG00000162992,NEUROD1,protein_coding,2,181668295.0,181680827.0,-1.0,Q13562,NDF1_HUMAN,356.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000149289,ZC3H12C,zinc finger CCCH-type containing 12C,1,positive,ENSG00000149289,ZC3H12C,protein_coding,11,110093392.0,110171841.0,1.0,Q9C0D7,ZC12C_HUMAN,883.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000146267,FAXC,FAXC,0,negative,ENSG00000146267,FAXC,protein_coding,6,99271168.0,99350062.0,-1.0,Q5TGI0,FAXC_HUMAN,409.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000131323,TRAF3,TNF receptor associated factor 3,1,positive,ENSG00000131323,TRAF3,protein_coding,14,102777326.0,102911500.0,1.0,Q13114,TRAF3_HUMAN,568.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000170234,PWWP2A,PWWP2A,0,negative,ENSG00000170234,PWWP2A,protein_coding,5,160061801.0,160119478.0,-1.0,Q96N64,PWP2A_HUMAN,755.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000157933,SKI,SKI proto-oncogene,1,positive,ENSG00000157933,SKI,protein_coding,1,2227388.0,2310213.0,1.0,P12755,SKI_HUMAN,728.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000041802,LSG1,LSG1,0,negative,ENSG00000041802,LSG1,protein_coding,3,194640791.0,194672463.0,-1.0,Q9H089,LSG1_HUMAN,658.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000213918,DNASE1,deoxyribonuclease 1,1,positive,ENSG00000213918,DNASE1,protein_coding,16,3611728.0,3680143.0,1.0,P24855,DNAS1_HUMAN,282.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000128609,NDUFA5,NADH:ubiquinone oxidoreductase subunit A5,1,positive,ENSG00000128609,NDUFA5,protein_coding,7,123536997.0,123557904.0,-1.0,Q16718,NDUA5_HUMAN,116.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000233917,POTEB,POTEB,0,negative,ENSG00000233917,POTEB,protein_coding,15,21846329.0,21877735.0,-1.0,A0A0A6YYL3,POTEB_HUMAN,544.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000088876,ZNF343,ZNF343,0,negative,ENSG00000088876,ZNF343,protein_coding,20,2481817.0,2525028.0,-1.0,Q6P1L6,ZN343_HUMAN,599.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000166228,PCBD1,pterin-4 alpha-carbinolamine dehydratase 1,1,positive,ENSG00000166228,PCBD1,protein_coding,10,70882280.0,70888605.0,-1.0,P61457,PHS_HUMAN,104.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000206432,TMEM200C,TMEM200C,0,negative,ENSG00000206432,TMEM200C,protein_coding,18,5882072.0,5896084.0,-1.0,A6NKL6,T200C_HUMAN,621.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000072110,ACTN1,actinin alpha 1,1,positive,ENSG00000072110,ACTN1,protein_coding,14,68874121.0,68980277.0,-1.0,P12814,ACTN1_HUMAN,892.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000169344,UMOD,uromodulin,1,positive,ENSG00000169344,UMOD,protein_coding,16,20331549.0,20356402.0,-1.0,P07911,UROM_HUMAN,640.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000161944,ASGR2,ASGR2,0,negative,ENSG00000161944,ASGR2,protein_coding,17,7100166.0,7116603.0,-1.0,P07307,ASGR2_HUMAN,311.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000127863,TNFRSF19,TNFRSF19,0,negative,ENSG00000127863,TNFRSF19,protein_coding,13,23570370.0,23676104.0,1.0,Q9NS68,TNR19_HUMAN,423.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000155858,LSM11,LSM11,0,negative,ENSG00000155858,LSM11,protein_coding,5,157743712.0,157760709.0,1.0,P83369,LSM11_HUMAN,360.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000163577,EIF5A2,eukaryotic translation initiation factor 5A2,1,positive,ENSG00000163577,EIF5A2,protein_coding,3,170888418.0,170908644.0,-1.0,Q9GZV4,IF5A2_HUMAN,153.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000079739,PGM1,phosphoglucomutase 1,1,positive,ENSG00000079739,PGM1,protein_coding,1,63593241.0,63660245.0,1.0,P36871,PGM1_HUMAN,562.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000030110,BAK1,BCL2 antagonist/killer 1,1,positive,ENSG00000030110,BAK1,protein_coding,6,33572547.0,33580305.0,-1.0,Q16611,BAK_HUMAN,211.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000090402,SI,sucrase-isomaltase,1,positive,ENSG00000090402,SI,protein_coding,3,164978898.0,165078496.0,-1.0,P14410,SUIS_HUMAN,1827.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000099795,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7,1,positive,ENSG00000099795,NDUFB7,protein_coding,19,14566078.0,14572066.0,-1.0,P17568,NDUB7_HUMAN,137.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000134460,IL2RA,interleukin 2 receptor subunit alpha,1,positive,ENSG00000134460,IL2RA,protein_coding,10,6010689.0,6062370.0,-1.0,P01589,IL2RA_HUMAN,272.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000127870,RNF6,ring finger protein 6,1,positive,ENSG00000127870,RNF6,protein_coding,13,26132115.0,26222460.0,-1.0,Q9Y252,RNF6_HUMAN,685.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000172456,FGGY,FGGY,0,negative,ENSG00000172456,FGGY,protein_coding,1,59295910.0,59810647.0,1.0,Q96C11,FGGY_HUMAN,551.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
ENSG00000075884,ARHGAP15,ARHGAP15,0,negative,ENSG00000075884,ARHGAP15,protein_coding,2,143091362.0,143768352.0,1.0,Q53QZ3,RHG15_HUMAN,475.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1
