gene_id,gene_symbol,gene_name,label,dataset_role,ensembl_gene_id,ensembl_gene_name,gene_type,chromosome_or_scaffold,gene_start_bp,gene_end_bp,strand,uniprot_accession,uniprot_entry_name,sequence_length_fasta,coordinate_source,coordinate_scope,coordinate_master_version,representative_transcript_id,representative_transcript_rule,representative_transcript_priority,transcript_gene_name,transcript_gene_type,transcript_chromosome,transcript_strand,transcript_start_bp,transcript_end_bp,representative_tss_bp,representative_tss_rule,chromosome_match_gene_vs_transcript,strand_match_gene_vs_transcript,representative_tss_master_version,representative_transcript_selection_strategy
ENSG00000182771,GRID1,glutamate ionotropic receptor delta type subunit 1,1,positive,ENSG00000182771,GRID1,protein_coding,10,85599552.0,86366795.0,-1.0,Q9ULK0,GRID1_HUMAN,1009.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000327946,MANE_Select,1,GRID1,protein_coding,10,-1,85599552,86366795,86366795,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000091831,ESR1,estrogen receptor 1,1,positive,ENSG00000091831,ESR1,protein_coding,6,151651284.0,152129619.0,1.0,P03372,ESR1_HUMAN,595.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000206249,MANE_Select,1,ESR1,protein_coding,6,1,151807682,152103274,151807682,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000149596,JPH2,junctophilin 2,1,positive,ENSG00000149596,JPH2,protein_coding,20,44106590.0,44189032.0,-1.0,Q9BR39,JPH2_HUMAN,696.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000372980,MANE_Select,1,JPH2,protein_coding,20,-1,44106590,44187188,44187188,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000181195,PENK,proenkephalin,1,positive,ENSG00000181195,PENK,protein_coding,8,56436674.0,56448048.0,-1.0,P01210,PENK_HUMAN,267.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000451791,MANE_Select,1,PENK,protein_coding,8,-1,56440957,56446641,56446641,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000185966,LCE3E,LCE3E,0,negative,ENSG00000185966,LCE3E,protein_coding,1,152565654.0,152566780.0,-1.0,Q5T5B0,LCE3E_HUMAN,92.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000368789,MANE_Select,1,LCE3E,protein_coding,1,-1,152565654,152566780,152566780,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000122068,FYTTD1,FYTTD1,0,negative,ENSG00000122068,FYTTD1,protein_coding,3,197737179.0,197787596.0,1.0,Q96QD9,UIF_HUMAN,318.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000241502,MANE_Select,1,FYTTD1,protein_coding,3,1,197749883,197787596,197749883,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000147862,NFIB,nuclear factor I B,1,positive,ENSG00000147862,NFIB,protein_coding,9,14081843.0,14398983.0,-1.0,O00712,NFIB_HUMAN,420.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000380953,MANE_Select,1,NFIB,protein_coding,9,-1,14081848,14314141,14314141,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000253953,PCDHGB4,PCDHGB4,0,negative,ENSG00000253953,PCDHGB4,protein_coding,5,141387698.0,141512975.0,1.0,Q9UN71,PCDGG_HUMAN,923.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000519479,MANE_Select,1,PCDHGB4,protein_coding,5,1,141387698,141512975,141387698,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000177917,ARL6IP6,ARF like GTPase 6 interacting protein 6,1,positive,ENSG00000177917,ARL6IP6,protein_coding,2,152717647.0,152762396.0,1.0,Q8N6S5,AR6P6_HUMAN,226.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000326446,MANE_Select,1,ARL6IP6,protein_coding,2,1,152718620,152762396,152718620,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000152969,JAKMIP1,janus kinase and microtubule interacting protein 1,1,positive,ENSG00000152969,JAKMIP1,protein_coding,4,6026199.0,6200591.0,-1.0,Q96N16,JKIP1_HUMAN,626.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000409021,MANE_Select,1,JAKMIP1,protein_coding,4,-1,6026199,6200549,6200549,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000136950,ARPC5L,ARPC5L,0,negative,ENSG00000136950,ARPC5L,protein_coding,9,124862130.0,124877733.0,1.0,Q9BPX5,ARP5L_HUMAN,153.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000353214,MANE_Select,1,ARPC5L,protein_coding,9,1,124862130,124877733,124862130,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000103811,CTSH,cathepsin H,1,positive,ENSG00000103811,CTSH,protein_coding,15,78921058.0,78949574.0,-1.0,P09668,CATH_HUMAN,335.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000220166,MANE_Select,1,CTSH,protein_coding,15,-1,78921058,78945046,78945046,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000118971,CCND2,cyclin D2,1,positive,ENSG00000118971,CCND2,protein_coding,12,4269771.0,4306933.0,1.0,P30279,CCND2_HUMAN,289.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000261254,MANE_Select,1,CCND2,protein_coding,12,1,4273762,4305353,4273762,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000138658,ZGRF1,ZGRF1,0,negative,ENSG00000138658,ZGRF1,protein_coding,4,112539333.0,112637392.0,-1.0,Q86YA3,ZGRF1_HUMAN,2104.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000505019,MANE_Select,1,ZGRF1,protein_coding,4,-1,112539339,112636909,112636909,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000205129,CFAP96,CFAP96,0,negative,ENSG00000205129,CFAP96,protein_coding,4,185426014.0,185449828.0,1.0,A7E2U8,CFA96_HUMAN,309.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000378850,MANE_Select,1,CFAP96,protein_coding,4,1,185426254,185449826,185426254,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000164542,MATCAP2,MATCAP2,0,negative,ENSG00000164542,MATCAP2,protein_coding,7,36324152.0,36390125.0,-1.0,Q8NCT3,MACA2_HUMAN,520.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000440378,MANE_Select,1,MATCAP2,protein_coding,7,-1,36324152,36367240,36367240,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000149201,CCDC81,CCDC81,0,negative,ENSG00000149201,CCDC81,protein_coding,11,86374736.0,86423109.0,1.0,Q6ZN84,CCD81_HUMAN,652.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000445632,MANE_Select,1,CCDC81,protein_coding,11,1,86374887,86423106,86374887,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000197591,OR11L1,OR11L1,0,negative,ENSG00000197591,OR11L1,protein_coding,1,247840928.0,247841896.0,-1.0,Q8NGX0,O11L1_HUMAN,322.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000355784,MANE_Select,1,OR11L1,protein_coding,1,-1,247840928,247841896,247841896,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000072858,SIDT1,SID1 transmembrane family member 1,1,positive,ENSG00000072858,SIDT1,protein_coding,3,113532400.0,113629714.0,1.0,Q9NXL6,SIDT1_HUMAN,827.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000264852,MANE_Select,1,SIDT1,protein_coding,3,1,113532555,113629575,113532555,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000158669,GPAT4,glycerol-3-phosphate acyltransferase 4,1,positive,ENSG00000158669,GPAT4,protein_coding,8,41577187.0,41625001.0,1.0,Q86UL3,GPAT4_HUMAN,456.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000396987,MANE_Select,1,GPAT4,protein_coding,8,1,41578200,41625001,41578200,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000156802,ATAD2,ATAD2,0,negative,ENSG00000156802,ATAD2,protein_coding,8,123319850.0,123416350.0,-1.0,Q6PL18,ATAD2_HUMAN,1390.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000287394,MANE_Select,1,ATAD2,protein_coding,8,-1,123319850,123396447,123396447,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000198774,RASSF9,RASSF9,0,negative,ENSG00000198774,RASSF9,protein_coding,12,85800703.0,85836409.0,-1.0,O75901,RASF9_HUMAN,435.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000361228,MANE_Select,1,RASSF9,protein_coding,12,-1,85800703,85836409,85836409,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000165973,NELL1,neural EGFL like 1,1,positive,ENSG00000165973,NELL1,protein_coding,11,20669551.0,21577711.0,1.0,Q92832,NELL1_HUMAN,810.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000357134,MANE_Select,1,NELL1,protein_coding,11,1,20669586,21575686,20669586,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000227268,KLLN,"killin, p53 regulated DNA replication inhibitor",1,positive,ENSG00000227268,KLLN,protein_coding,10,87859158.0,87863533.0,-1.0,B2CW77,KILIN_HUMAN,178.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000445946,MANE_Select,1,KLLN,protein_coding,10,-1,87859158,87863533,87863533,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000107929,LARP4B,La ribonucleoprotein 4B,1,positive,ENSG00000107929,LARP4B,protein_coding,10,806915.0,931821.0,-1.0,Q92615,LAR4B_HUMAN,738.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000316157,MANE_Select,1,LARP4B,protein_coding,10,-1,809497,931705,931705,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000073614,KDM5A,lysine demethylase 5A,1,positive,ENSG00000073614,KDM5A,protein_coding,12,280057.0,389320.0,-1.0,P29375,KDM5A_HUMAN,1690.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000399788,MANE_Select,1,KDM5A,protein_coding,12,-1,280057,389320,389320,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000159199,ATP5MC1,ATP synthase membrane subunit c locus 1,1,positive,ENSG00000159199,ATP5MC1,protein_coding,17,48892765.0,48895875.0,1.0,P05496,AT5G1_HUMAN,136.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000393366,MANE_Select,1,ATP5MC1,protein_coding,17,1,48892787,48895871,48892787,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000145194,ECE2,endothelin converting enzyme 2,1,positive,ENSG00000145194,ECE2,protein_coding,3,184275531.0,184293031.0,1.0,P0DPD6,ECE2_HUMAN,811.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000404464,MANE_Select,1,ECE2,protein_coding,3,1,184276022,184293031,184276022,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000184304,PRKD1,protein kinase D1,1,positive,ENSG00000184304,PRKD1,protein_coding,14,29576479.0,30191898.0,-1.0,Q15139,KPCD1_HUMAN,912.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000331968,MANE_Select,1,PRKD1,protein_coding,14,-1,29576479,29927847,29927847,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000196739,COL27A1,collagen type XXVII alpha 1 chain,1,positive,ENSG00000196739,COL27A1,protein_coding,9,114155537.0,114312511.0,1.0,Q8IZC6,CORA1_HUMAN,1860.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000356083,MANE_Select,1,COL27A1,protein_coding,9,1,114155537,114312511,114155537,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000116678,LEPR,leptin receptor,1,positive,ENSG00000116678,LEPR,protein_coding,1,65420652.0,65641559.0,1.0,P48357,LEPR_HUMAN,1165.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000349533,MANE_Select,1,LEPR,protein_coding,1,1,65420668,65641559,65420668,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000091986,CCDC80,CCDC80,0,negative,ENSG00000091986,CCDC80,protein_coding,3,112596797.0,112649530.0,-1.0,Q76M96,CCD80_HUMAN,950.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000206423,MANE_Select,1,CCDC80,protein_coding,3,-1,112596797,112641143,112641143,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000163870,TPRA1,TPRA1,0,negative,ENSG00000163870,TPRA1,protein_coding,3,127571232.0,127598318.0,-1.0,Q86W33,TPRA1_HUMAN,373.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000355552,MANE_Select,1,TPRA1,protein_coding,3,-1,127571232,127590733,127590733,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000167792,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,1,positive,ENSG00000167792,NDUFV1,protein_coding,11,67605653.0,67612554.0,1.0,P49821,NDUV1_HUMAN,464.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000322776,MANE_Select,1,NDUFV1,protein_coding,11,1,67606936,67612554,67606936,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000132846,ZBED3,zinc finger BED-type containing 3,1,positive,ENSG00000132846,ZBED3,protein_coding,5,77072072.0,77087353.0,-1.0,Q96IU2,ZBED3_HUMAN,234.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000255198,MANE_Select,1,ZBED3,protein_coding,5,-1,77072072,77087285,77087285,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000165443,PHYHIPL,PHYHIPL,0,negative,ENSG00000165443,PHYHIPL,protein_coding,10,59176643.0,59247774.0,1.0,Q96FC7,PHIPL_HUMAN,376.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000373880,MANE_Select,1,PHYHIPL,protein_coding,10,1,59176643,59247770,59176643,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000204514,ZNF814,ZNF814,0,negative,ENSG00000204514,ZNF814,protein_coding,19,57848731.0,57889074.0,-1.0,B7Z6K7,ZN814_HUMAN,855.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000435989,MANE_Select,1,ZNF814,protein_coding,19,-1,57869381,57889037,57889037,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000036828,CASR,calcium sensing receptor,1,positive,ENSG00000036828,CASR,protein_coding,3,122183668.0,122291629.0,1.0,P41180,CASR_HUMAN,1078.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000639785,MANE_Select,1,CASR,protein_coding,3,1,122183668,122291629,122183668,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000179148,ALOXE3,ALOXE3,0,negative,ENSG00000179148,ALOXE3,protein_coding,17,8095900.0,8119047.0,-1.0,Q9BYJ1,LOXE3_HUMAN,711.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000448843,MANE_Select,1,ALOXE3,protein_coding,17,-1,8095900,8118514,8118514,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000198018,ENTPD7,ENTPD7,0,negative,ENSG00000198018,ENTPD7,protein_coding,10,99659415.0,99711241.0,1.0,Q9NQZ7,ENTP7_HUMAN,604.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000370489,MANE_Select,1,ENTPD7,protein_coding,10,1,99659509,99711241,99659509,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000106638,TBL2,transducin beta like 2,1,positive,ENSG00000106638,TBL2,protein_coding,7,73567537.0,73578791.0,-1.0,Q9Y4P3,TBL2_HUMAN,447.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000305632,MANE_Select,1,TBL2,protein_coding,7,-1,73567537,73578579,73578579,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000129696,TTI2,TTI2,0,negative,ENSG00000129696,TTI2,protein_coding,8,33473386.0,33513185.0,-1.0,Q6NXR4,TTI2_HUMAN,508.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000431156,MANE_Select,1,TTI2,protein_coding,8,-1,33498722,33513135,33513135,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000069998,HDHD5,HDHD5,0,negative,ENSG00000069998,HDHD5,protein_coding,22,17137510.0,17165287.0,-1.0,Q9BXW7,HDHD5_HUMAN,423.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000336737,MANE_Select,1,HDHD5,protein_coding,22,-1,17137520,17159277,17159277,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000106636,YKT6,YKT6 vesicular SNARE protein,1,positive,ENSG00000106636,YKT6,protein_coding,7,44200959.0,44214294.0,1.0,O15498,YKT6_HUMAN,198.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000223369,MANE_Select,1,YKT6,protein_coding,7,1,44200978,44214294,44200978,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000129214,SHBG,sex hormone binding globulin,1,positive,ENSG00000129214,SHBG,protein_coding,17,7613946.0,7633469.0,1.0,P04278,SHBG_HUMAN,402.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000380450,MANE_Select,1,SHBG,protein_coding,17,1,7630135,7633372,7630135,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000133247,KMT5C,KMT5C,0,negative,ENSG00000133247,KMT5C,protein_coding,19,55339367.0,55348121.0,1.0,Q86Y97,KMT5C_HUMAN,462.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000255613,MANE_Select,1,KMT5C,protein_coding,19,1,55339876,55348121,55339876,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000125733,TRIP10,TRIP10,0,negative,ENSG00000125733,TRIP10,protein_coding,19,6737925.0,6751530.0,1.0,Q15642,CIP4_HUMAN,601.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000313244,MANE_Select,1,TRIP10,protein_coding,19,1,6739680,6751530,6739680,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000130203,APOE,apolipoprotein E,1,positive,ENSG00000130203,APOE,protein_coding,19,44903787.0,44909396.0,1.0,P02649,APOE_HUMAN,317.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000252486,MANE_Select,1,APOE,protein_coding,19,1,44905796,44909393,44905796,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000187612,OR5W2,OR5W2,0,negative,ENSG00000187612,OR5W2,protein_coding,11,55913650.0,55914582.0,-1.0,Q8NH69,OR5W2_HUMAN,310.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000344514,MANE_Select,1,OR5W2,protein_coding,11,-1,55913650,55914582,55914582,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000155096,AZIN1,antizyme inhibitor 1,1,positive,ENSG00000155096,AZIN1,protein_coding,8,102826111.0,102893864.0,-1.0,O14977,AZIN1_HUMAN,448.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000337198,MANE_Select,1,AZIN1,protein_coding,8,-1,102826308,102864163,102864163,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000118432,CNR1,cannabinoid receptor 1,1,positive,ENSG00000118432,CNR1,protein_coding,6,88139863.0,88167364.0,-1.0,P21554,CNR1_HUMAN,472.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000369501,MANE_Select,1,CNR1,protein_coding,6,-1,88139864,88166347,88166347,TSS_equals_transcript_end_for_negative_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
ENSG00000145494,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6,1,positive,ENSG00000145494,NDUFS6,protein_coding,5,1801363.0,1816051.0,1.0,O75380,NDUS6_HUMAN,124.0,Ensembl BioMart,"Primary chromosomes only: 1-22, X, Y, MT",Gene_Coordinate_Master_v1,ENST00000274137,MANE_Select,1,NDUFS6,protein_coding,5,1,1801407,1816048,1801407,TSS_equals_transcript_start_for_positive_strand,True,True,Representative_TSS_Master_PrimaryOnly_v1,MANE_Select_preferred_else_Ensembl_Canonical
