Gene stable ID	Transcript stable ID	Gene name	Gene type	Chromosome/scaffold name	Strand	Transcript start (bp)	Transcript end (bp)
ENSG00000103657	ENST00000443617	HERC1	protein_coding	15	-1	63608618	63833948
ENSG00000103811	ENST00000220166	CTSH	protein_coding	15	-1	78921058	78945046
ENSG00000103932	ENST00000304330	RPAP1	protein_coding	15	-1	41517176	41544257
ENSG00000103978	ENST00000389834	TMEM87A	protein_coding	15	-1	42210447	42273433
ENSG00000104043	ENST00000284509	ATP8B4	protein_coding	15	-1	49858238	50119233
ENSG00000104081	ENST00000354670	BMF	protein_coding	15	-1	40087890	40108879
ENSG00000104133	ENST00000261866	SPG11	protein_coding	15	-1	44562696	44663662
ENSG00000104154	ENST00000261867	SLC30A4	protein_coding	15	-1	45479606	45522755
ENSG00000104313	ENST00000340726	EYA1	protein_coding	8	-1	71197433	71362069
ENSG00000104324	ENST00000220763	CPQ	protein_coding	8	1	96645242	97143501
ENSG00000104369	ENST00000342232	JPH1	protein_coding	8	-1	74234700	74321540
ENSG00000104447	ENST00000395715	TRPS1	protein_coding	8	-1	115408496	115668975
ENSG00000104490	ENST00000220931	NCALD	protein_coding	8	-1	101686542	101790969
ENSG00000104714	ENST00000262109	ERICH1	protein_coding	8	-1	664200	731224
ENSG00000104763	ENST00000637790	ASAH1	protein_coding	8	-1	18055992	18084107
ENSG00000104833	ENST00000264071	TUBB4A	protein_coding	19	-1	6494319	6502309
ENSG00000104976	ENST00000221573	SNAPC2	protein_coding	19	1	7920338	7923250
ENSG00000105135	ENST00000263383	ILVBL	protein_coding	19	-1	15114987	15125786
ENSG00000105221	ENST00000392038	AKT2	protein_coding	19	-1	40230317	40285345
ENSG00000105290	ENST00000221891	APLP1	protein_coding	19	1	35868574	35879792
ENSG00000105372	ENST00000598742	RPS19	protein_coding	19	1	41860255	41872925
ENSG00000105397	ENST00000525621	TYK2	protein_coding	19	-1	10350533	10380572
ENSG00000105464	ENST00000263269	GRIN2D	protein_coding	19	1	48393668	48444931
ENSG00000105556	ENST00000264819	MIER2	protein_coding	19	-1	305573	344796
ENSG00000105559	ENST00000263265	PLEKHA4	protein_coding	19	-1	48837097	48868617
ENSG00000105568	ENST00000322088	PPP2R1A	protein_coding	19	1	52190052	52229518
ENSG00000105662	ENST00000321949	CRTC1	protein_coding	19	1	18683680	18782333
ENSG00000105675	ENST00000262623	ATP4A	protein_coding	19	-1	35550031	35563658
ENSG00000105717	ENST00000251203	PBX4	protein_coding	19	-1	19561713	19618687
ENSG00000105722	ENST00000222329	ERF	protein_coding	19	-1	42247569	42255128
ENSG00000105726	ENST00000357324	ATP13A1	protein_coding	19	-1	19645198	19663676
ENSG00000105738	ENST00000222345	SIPA1L3	protein_coding	19	1	37907208	38208369
ENSG00000105792	ENST00000389297	CFAP69	protein_coding	7	1	90245174	90311063
ENSG00000105877	ENST00000409508	DNAH11	protein_coding	7	1	21543039	21901839
ENSG00000106070	ENST00000401949	GRB10	protein_coding	7	-1	50590068	50782896
ENSG00000106113	ENST00000471646	CRHR2	protein_coding	7	-1	30651942	30682456
ENSG00000106266	ENST00000222990	SNX8	protein_coding	7	-1	2251770	2314441
ENSG00000106328	ENST00000265825	FSCN3	protein_coding	7	1	127593736	127602144
ENSG00000106331	ENST00000639438	PAX4	protein_coding	7	-1	127610292	127618142
ENSG00000106392	ENST00000436587	C1GALT1	protein_coding	7	1	7182544	7248616
ENSG00000106459	ENST00000393232	NRF1	protein_coding	7	1	129611720	129757076
ENSG00000106460	ENST00000396668	TMEM106B	protein_coding	7	1	12211294	12243367
ENSG00000106511	ENST00000262041	MEOX2	protein_coding	7	-1	15611212	15686683
ENSG00000106631	ENST00000223364	MYL7	protein_coding	7	-1	44138864	44141332
ENSG00000106633	ENST00000403799	GCK	protein_coding	7	-1	44144275	44189439
ENSG00000106636	ENST00000223369	YKT6	protein_coding	7	1	44200978	44214294
ENSG00000106638	ENST00000305632	TBL2	protein_coding	7	-1	73567537	73578579
ENSG00000106689	ENST00000373615	LHX2	protein_coding	9	1	124011768	124033301
ENSG00000106829	ENST00000376552	TLE4	protein_coding	9	1	79571965	79726882
ENSG00000107201	ENST00000379883	RIGI	protein_coding	9	-1	32455302	32526196
ENSG00000107249	ENST00000381971	GLIS3	protein_coding	9	-1	3824127	4300068
ENSG00000107443	ENST00000465148	CCNJ	protein_coding	10	1	96043583	96060870
ENSG00000107651	ENST00000369075	SEC23IP	protein_coding	10	1	119892730	119944657
ENSG00000107679	ENST00000368990	PLEKHA1	protein_coding	10	1	122374708	122432345
ENSG00000107864	ENST00000265997	CPEB3	protein_coding	10	-1	92046692	92291078
ENSG00000107929	ENST00000316157	LARP4B	protein_coding	10	-1	809497	931705
ENSG00000107959	ENST00000224949	PITRM1	protein_coding	10	-1	3137728	3172782
ENSG00000108091	ENST00000263102	CCDC6	protein_coding	10	-1	59788747	59906556
ENSG00000108175	ENST00000334512	ZMIZ1	protein_coding	10	1	79068966	79316519
ENSG00000108255	ENST00000225387	CRYBA1	protein_coding	17	1	29246859	29254494
ENSG00000108387	ENST00000672673	SEPTIN4	protein_coding	17	-1	58520256	58544328
ENSG00000108389	ENST00000682306	MTMR4	protein_coding	17	-1	58489537	58514638
ENSG00000108506	ENST00000251334	INTS2	protein_coding	17	-1	61865367	61927982
ENSG00000108557	ENST00000353383	RAI1	protein_coding	17	1	17681458	17811453
ENSG00000108669	ENST00000446868	CYTH1	protein_coding	17	-1	78674048	78782273
ENSG00000109182	ENST00000226432	CWH43	protein_coding	4	1	48986275	49062079
ENSG00000109390	ENST00000394223	NDUFC1	protein_coding	4	-1	139289931	139302477
ENSG00000109501	ENST00000226760	WFS1	protein_coding	4	1	6269850	6303265
ENSG00000109670	ENST00000281708	FBXW7	protein_coding	4	-1	152320544	152536092
ENSG00000109927	ENST00000392793	TECTA	protein_coding	11	1	121101243	121191490
ENSG00000110066	ENST00000304363	KMT5B	protein_coding	11	-1	68154863	68213296
ENSG00000110077	ENST00000528851	MS4A6A	protein_coding	11	-1	60172497	60183083
ENSG00000110092	ENST00000227507	CCND1	protein_coding	11	1	69641156	69654474
ENSG00000110244	ENST00000357780	APOA4	protein_coding	11	-1	116820700	116823304
ENSG00000110436	ENST00000278379	SLC1A2	protein_coding	11	-1	35251205	35419558
ENSG00000110628	ENST00000649076	SLC67A1	protein_coding	11	1	2902278	2925246
ENSG00000110717	ENST00000313468	NDUFS8	protein_coding	11	1	68030681	68036644
ENSG00000110871	ENST00000288532	COQ5	protein_coding	12	-1	120503279	120529158
ENSG00000110881	ENST00000447966	ASIC1	protein_coding	12	1	50057596	50083611
ENSG00000111052	ENST00000552864	LIN7A	protein_coding	12	-1	80792520	80937934
ENSG00000111252	ENST00000341259	SH2B3	protein_coding	12	1	111405923	111451623
ENSG00000111254	ENST00000228850	AKAP3	protein_coding	12	-1	4615518	4649051
ENSG00000111275	ENST00000261733	ALDH2	protein_coding	12	1	111766933	111817532
ENSG00000111276	ENST00000228872	CDKN1B	protein_coding	12	1	12717368	12722369
ENSG00000111424	ENST00000549336	VDR	protein_coding	12	-1	47841537	47904994
ENSG00000111711	ENST00000229314	GOLT1B	protein_coding	12	1	21501789	21518408
ENSG00000111716	ENST00000350669	LDHB	protein_coding	12	-1	21635342	21657842
ENSG00000111727	ENST00000229330	HCFC2	protein_coding	12	1	104064531	104106524
ENSG00000111879	ENST00000338891	FAM184A	protein_coding	6	-1	118959763	119078664
ENSG00000111981	ENST00000229708	ULBP1	protein_coding	6	1	149963943	149973715
ENSG00000112033	ENST00000360694	PPARD	protein_coding	6	1	35342558	35428178
ENSG00000112053	ENST00000490799	SLC26A8	protein_coding	6	-1	35943516	36024641
ENSG00000112164	ENST00000373256	GLP1R	protein_coding	6	1	39048781	39091303
ENSG00000112182	ENST00000257749	BACH2	protein_coding	6	-1	89926528	90296843
ENSG00000112282	ENST00000368068	MED23	protein_coding	6	-1	131586732	131628242
ENSG00000112365	ENST00000230122	ZBTB24	protein_coding	6	-1	109462594	109483219
ENSG00000112499	ENST00000366953	SLC22A2	protein_coding	6	-1	160216755	160258821
ENSG00000112530	ENST00000366888	PACRG	protein_coding	6	1	162727974	163315500
ENSG00000112531	ENST00000361752	QKI	protein_coding	6	1	163414718	163578592
ENSG00000112561	ENST00000373033	TFEB	protein_coding	6	-1	41683978	41735608
ENSG00000112640	ENST00000485511	PPP2R5D	protein_coding	6	1	42984570	43012342
ENSG00000112685	ENST00000230449	EXOC2	protein_coding	6	-1	485154	693139
ENSG00000112699	ENST00000380815	GMDS	protein_coding	6	-1	1623806	2245605
ENSG00000112701	ENST00000447266	SENP6	protein_coding	6	1	75601880	75718281
ENSG00000112715	ENST00000672860	VEGFA	protein_coding	6	1	43770211	43786487
ENSG00000112773	ENST00000320172	TENT5A	protein_coding	6	-1	81745730	81752681
ENSG00000112782	ENST00000339561	CLIC5	protein_coding	6	-1	45898456	46015860
ENSG00000112787	ENST00000680143	FBRSL1	protein_coding	12	1	132490151	132585188
ENSG00000112996	ENST00000507110	MRPS30	protein_coding	5	1	44808947	44815514
ENSG00000113161	ENST00000287936	HMGCR	protein_coding	5	1	75337220	75362101
ENSG00000113194	ENST00000261942	FAF2	protein_coding	5	1	176448385	176510074
ENSG00000113231	ENST00000264917	PDE8B	protein_coding	5	1	77210680	77428256
ENSG00000113240	ENST00000316308	CLK4	protein_coding	5	-1	178602664	178627050
ENSG00000113302	ENST00000231228	IL12B	protein_coding	5	-1	159314780	159330487
ENSG00000113360	ENST00000344624	DROSHA	protein_coding	5	-1	31400494	31532093
ENSG00000113532	ENST00000231461	ST8SIA4	protein_coding	5	-1	100806933	100903282
ENSG00000113761	ENST00000358149	ZNF346	protein_coding	5	1	177022696	177067985
ENSG00000114098	ENST00000469044	ARMC8	protein_coding	3	1	138187301	138298373
ENSG00000114127	ENST00000392981	XRN1	protein_coding	3	-1	142306610	142448037
ENSG00000114416	ENST00000357559	FXR1	protein_coding	3	1	180912670	180982753
ENSG00000114439	ENST00000325805	BBX	protein_coding	3	1	107522962	107811339
ENSG00000114861	ENST00000649528	FOXP1	protein_coding	3	-1	70954708	71583728
ENSG00000115020	ENST00000264380	PIKFYVE	protein_coding	2	1	208266255	208358746
ENSG00000115159	ENST00000438166	GPD2	protein_coding	2	1	156436379	156586403
ENSG00000115267	ENST00000649979	IFIH1	protein_coding	2	-1	162267074	162318684
ENSG00000115286	ENST00000233627	NDUFS7	protein_coding	19	1	1383907	1395584
ENSG00000115290	ENST00000263915	GRB14	protein_coding	2	-1	164492417	164621482
ENSG00000115339	ENST00000392701	GALNT3	protein_coding	2	-1	165747588	165794247
ENSG00000115421	ENST00000238714	PAPOLG	protein_coding	2	1	60756268	60802086
ENSG00000115488	ENST00000233840	NEU2	protein_coding	2	1	233032672	233035057
ENSG00000115970	ENST00000405975	THADA	protein_coding	2	-1	43230851	43596038
ENSG00000115993	ENST00000332624	TRAK2	protein_coding	2	-1	201377207	201451458
ENSG00000116005	ENST00000433351	PCYOX1	protein_coding	2	1	70258137	70281185
ENSG00000116117	ENST00000406610	PARD3B	protein_coding	2	1	204545475	205620162
ENSG00000116198	ENST00000378230	CEP104	protein_coding	1	-1	3812086	3857211
ENSG00000116205	ENST00000234827	TCEANC2	protein_coding	1	1	54053608	54106082
ENSG00000116260	ENST00000367602	QSOX1	protein_coding	1	1	180154869	180204030
ENSG00000116273	ENST00000377648	PHF13	protein_coding	1	1	6613731	6624030
ENSG00000116668	ENST00000367500	SWT1	protein_coding	1	1	185157167	185291781
ENSG00000116678	ENST00000349533	LEPR	protein_coding	1	1	65420668	65641559
ENSG00000116786	ENST00000375799	PLEKHM2	protein_coding	1	1	15684320	15734769
ENSG00000116819	ENST00000373235	TFAP2E	protein_coding	1	1	35573314	35595328
ENSG00000116852	ENST00000461742	KIF21B	protein_coding	1	-1	200969390	201023714
ENSG00000117000	ENST00000372771	RLF	protein_coding	1	1	40161387	40240921
ENSG00000117154	ENST00000251296	IGSF21	protein_coding	1	1	18107798	18378483
ENSG00000117174	ENST00000370574	ZNHIT6	protein_coding	1	-1	85649417	85708433
ENSG00000117280	ENST00000367139	RAB29	protein_coding	1	-1	205767986	205775482
ENSG00000117614	ENST00000236273	SYF2	protein_coding	1	-1	25222276	25232502
ENSG00000117707	ENST00000366958	PROX1	protein_coding	1	1	213987973	214041510
ENSG00000117791	ENST00000366913	MTARC2	protein_coding	1	1	220748322	220784815
ENSG00000118156	ENST00000391901	ZNF541	protein_coding	19	-1	47520690	47573148
ENSG00000118257	ENST00000357785	NRP2	protein_coding	2	1	205682501	205798131
ENSG00000118432	ENST00000369501	CNR1	protein_coding	6	-1	88139864	88166347
ENSG00000118473	ENST00000371037	SGIP1	protein_coding	1	1	66534153	66751139
ENSG00000118503	ENST00000612899	TNFAIP3	protein_coding	6	1	137867259	137883312
ENSG00000118520	ENST00000368087	ARG1	protein_coding	6	1	131573226	131584329
ENSG00000118620	ENST00000261560	ZNF430	protein_coding	19	1	21020657	21060050
ENSG00000118873	ENST00000358951	RAB3GAP2	protein_coding	1	-1	220148293	220272453
ENSG00000118946	ENST00000377918	PCDH17	protein_coding	13	1	57631744	57729311
ENSG00000118971	ENST00000261254	CCND2	protein_coding	12	1	4273762	4305353
ENSG00000119013	ENST00000237889	NDUFB3	protein_coding	2	1	201072001	201085750
ENSG00000119203	ENST00000238112	CPSF3	protein_coding	2	1	9423654	9473101
ENSG00000119242	ENST00000238156	CCDC92	protein_coding	12	-1	123935626	123972831
ENSG00000119333	ENST00000372715	DYNC2I2	protein_coding	9	-1	128633653	128656847
ENSG00000119421	ENST00000373768	NDUFA8	protein_coding	9	-1	122144058	122159779
ENSG00000119522	ENST00000394215	DENND1A	protein_coding	9	-1	123379658	123930126
ENSG00000119682	ENST00000356357	AREL1	protein_coding	14	-1	74661256	74713080
ENSG00000119684	ENST00000355774	MLH3	protein_coding	14	-1	75013775	75051467
ENSG00000119718	ENST00000266126	EIF2B2	protein_coding	14	1	75002921	75012366
ENSG00000119723	ENST00000334571	COQ6	protein_coding	14	1	73950302	73963670
ENSG00000119772	ENST00000321117	DNMT3A	protein_coding	2	-1	25227874	25341925
ENSG00000119912	ENST00000265986	IDE	protein_coding	10	-1	92451684	92574093
ENSG00000119913	ENST00000646139	TECTB	protein_coding	10	1	112283400	112305038
ENSG00000119969	ENST00000348459	HELLS	protein_coding	10	1	94545788	94602099
ENSG00000119977	ENST00000371217	TCTN3	protein_coding	10	-1	95663401	95693927
ENSG00000120008	ENST00000263461	WDR11	protein_coding	10	1	120851362	120909524
ENSG00000120278	ENST00000696526	PLEKHG1	protein_coding	6	1	150599885	150843665
ENSG00000120333	ENST00000476371	MRPS14	protein_coding	1	-1	175012958	175023425
ENSG00000120341	ENST00000308284	SEC16B	protein_coding	1	-1	177928788	177970058
ENSG00000120690	ENST00000239882	ELF1	protein_coding	13	-1	40931924	41019316
ENSG00000120705	ENST00000360541	ETF1	protein_coding	5	-1	138506095	138543236
ENSG00000120833	ENST00000551556	SOCS2	protein_coding	12	1	93572675	93576745
ENSG00000121297	ENST00000240587	TSHZ3	protein_coding	19	-1	31274945	31349436
ENSG00000121653	ENST00000241014	MAPK8IP1	protein_coding	11	1	45885651	45906465
ENSG00000121671	ENST00000616080	CRY2	protein_coding	11	1	45847475	45883244
ENSG00000121691	ENST00000241052	CAT	protein_coding	11	1	34438934	34472060
ENSG00000121989	ENST00000241416	ACVR2A	protein_coding	2	1	147845029	147930822
ENSG00000122068	ENST00000241502	FYTTD1	protein_coding	3	1	197749883	197787596
ENSG00000122126	ENST00000371113	OCRL	protein_coding	X	1	129540259	129592556
ENSG00000122257	ENST00000319715	RBBP6	protein_coding	16	1	24539566	24572863
ENSG00000122376	ENST00000298786	SHLD2	protein_coding	10	1	87095206	87191465
ENSG00000122390	ENST00000407558	NAA60	protein_coding	16	1	3443680	3486953
ENSG00000122483	ENST00000690025	CCDC18	protein_coding	1	1	93180724	93278730
ENSG00000122550	ENST00000339077	KLHL7	protein_coding	7	1	23105785	23177914
ENSG00000122679	ENST00000242249	RAMP3	protein_coding	7	1	45157791	45184250
ENSG00000122741	ENST00000377724	DCAF10	protein_coding	9	1	37800797	37867664
ENSG00000122778	ENST00000422774	KIAA1549	protein_coding	7	-1	138831381	138981389
ENSG00000122859	ENST00000242462	NEUROG3	protein_coding	10	-1	69571698	69573422
ENSG00000122971	ENST00000242592	ACADS	protein_coding	12	1	120725826	120740008
ENSG00000123080	ENST00000371761	CDKN2C	protein_coding	1	1	50970245	50974634
ENSG00000123096	ENST00000242729	SSPN	protein_coding	12	1	26195573	26234777
ENSG00000123146	ENST00000242786	ADGRE5	protein_coding	19	1	14381444	14408723
ENSG00000123200	ENST00000679008	ZC3H13	protein_coding	13	-1	45954465	46052746
ENSG00000123329	ENST00000393791	ARHGAP9	protein_coding	12	-1	57472269	57479866
ENSG00000123453	ENST00000439388	SARDH	protein_coding	9	-1	133663560	133738352
ENSG00000123545	ENST00000316149	NDUFAF4	protein_coding	6	-1	96889315	96897891
ENSG00000123562	ENST00000441076	MORF4L2	protein_coding	X	-1	103675498	103686699
ENSG00000123572	ENST00000243300	NRK	protein_coding	X	1	105822539	105958610
ENSG00000123609	ENST00000243346	NMI	protein_coding	2	-1	151270470	151289668
ENSG00000123610	ENST00000243347	TNFAIP6	protein_coding	2	1	151357592	151380046
ENSG00000123612	ENST00000243349	ACVR1C	protein_coding	2	-1	157526767	157628864
ENSG00000124067	ENST00000316341	SLC12A4	protein_coding	16	-1	67943474	67968637
ENSG00000124155	ENST00000279036	PIGT	protein_coding	20	1	45416141	45426241
ENSG00000124172	ENST00000243997	ATP5F1E	protein_coding	20	-1	59025475	59032335
ENSG00000124194	ENST00000342560	GDAP1L1	protein_coding	20	1	44247308	44280947
ENSG00000124201	ENST00000396105	ZNFX1	protein_coding	20	-1	49245900	49278057
ENSG00000124299	ENST00000244137	PEPD	protein_coding	19	-1	33386950	33521791
ENSG00000124380	ENST00000244227	SNRNP27	protein_coding	2	1	69893956	69905236
ENSG00000124493	ENST00000538487	GRM4	protein_coding	6	-1	34018643	34146087
ENSG00000124780	ENST00000373231	KCNK17	protein_coding	6	-1	39299001	39314419
ENSG00000124782	ENST00000379938	RREB1	protein_coding	6	1	7107961	7251980
ENSG00000124783	ENST00000244763	SSR1	protein_coding	6	-1	7281143	7313199
ENSG00000124787	ENST00000380051	RPP40	protein_coding	6	-1	4994717	5004037
ENSG00000124789	ENST00000262077	NUP153	protein_coding	6	-1	17615037	17706925
ENSG00000124812	ENST00000335847	CRISP1	protein_coding	6	-1	49834257	49866535
ENSG00000124935	ENST00000244926	SCGB1D2	protein_coding	11	1	62242239	62244812
ENSG00000125356	ENST00000371437	NDUFA1	protein_coding	X	1	119871832	119876662
ENSG00000125450	ENST00000245544	NUP85	protein_coding	17	1	75205679	75235758
ENSG00000125538	ENST00000263341	IL1B	protein_coding	2	-1	112829751	112836779
ENSG00000125733	ENST00000313244	TRIP10	protein_coding	19	1	6739680	6751530
ENSG00000125744	ENST00000245923	RTN2	protein_coding	19	-1	45485294	45497047
ENSG00000125798	ENST00000419308	FOXA2	protein_coding	20	-1	22580998	22584572
ENSG00000125815	ENST00000246012	CST8	protein_coding	20	1	23491117	23496010
ENSG00000125831	ENST00000377009	CST11	protein_coding	20	-1	23450412	23452876
ENSG00000125885	ENST00000610722	MCM8	protein_coding	20	1	5950652	5998977
ENSG00000125970	ENST00000246194	RALY	protein_coding	20	1	33993911	34084884
ENSG00000125975	ENST00000444723	C20orf173	protein_coding	20	-1	35526979	35529652
ENSG00000126216	ENST00000261965	TUBGCP3	protein_coding	13	-1	112485011	112588153
ENSG00000126246	ENST00000246532	IGFLR1	protein_coding	19	-1	35738801	35742452
ENSG00000126266	ENST00000246553	FFAR1	protein_coding	19	1	35347902	35353864
ENSG00000126337	ENST00000328119	KRT36	protein_coding	17	-1	41486136	41489910
ENSG00000126461	ENST00000360565	SCAF1	protein_coding	19	1	49642209	49658642
ENSG00000126464	ENST00000418929	PRR12	protein_coding	19	1	49591182	49626439
ENSG00000126773	ENST00000406854	PCNX4	protein_coding	14	1	60091923	60148221
ENSG00000126856	ENST00000449207	PRDM7	protein_coding	16	-1	90056566	90077331
ENSG00000126860	ENST00000462804	EVI2A	protein_coding	17	-1	31316410	31321622
ENSG00000126870	ENST00000407559	DYNC2I1	protein_coding	7	1	158856558	158946189
ENSG00000127152	ENST00000357195	BCL11B	protein_coding	14	-1	99169287	99272197
ENSG00000127311	ENST00000247815	HELB	protein_coding	12	1	66302493	66338199
ENSG00000127324	ENST00000247829	TSPAN8	protein_coding	12	-1	71125096	71157999
ENSG00000127334	ENST00000344096	DYRK2	protein_coding	12	1	67648745	67665406
ENSG00000127603	ENST00000564288	MACF1	protein_coding	1	1	39204695	39487138
ENSG00000127663	ENST00000159111	KDM4B	protein_coding	19	1	4969113	5153598
ENSG00000127863	ENST00000248484	TNFRSF19	protein_coding	13	1	23570412	23676093
ENSG00000127870	ENST00000381588	RNF6	protein_coding	13	-1	26212775	26222314
ENSG00000128040	ENST00000506738	SPINK2	protein_coding	4	-1	56809861	56821701
ENSG00000128313	ENST00000249044	APOL5	protein_coding	22	1	35717872	35729483
ENSG00000128335	ENST00000358502	APOL2	protein_coding	22	-1	36226209	36239527
ENSG00000128482	ENST00000461366	RNF112	protein_coding	17	1	19411232	19417276
ENSG00000128607	ENST00000335420	KLHDC10	protein_coding	7	1	130070534	130135705
ENSG00000128609	ENST00000355749	NDUFA5	protein_coding	7	-1	123536997	123557818
ENSG00000128610	ENST00000442488	FEZF1	protein_coding	7	-1	122301303	122304750
ENSG00000128683	ENST00000358196	GAD1	protein_coding	2	1	170816887	170861151
ENSG00000128710	ENST00000249501	HOXD10	protein_coding	2	1	176116778	176119937
ENSG00000128713	ENST00000249504	HOXD11	protein_coding	2	1	176107280	176109754
ENSG00000128731	ENST00000261609	HERC2	protein_coding	15	-1	28111040	28322179
ENSG00000128805	ENST00000249601	ARHGAP22	protein_coding	10	-1	48446036	48605073
ENSG00000128833	ENST00000261839	MYO5C	protein_coding	15	-1	52192322	52295804
ENSG00000128849	ENST00000281282	CGNL1	protein_coding	15	1	57376505	57550717
ENSG00000129003	ENST00000644861	VPS13C	protein_coding	15	-1	61852389	62060447
ENSG00000129083	ENST00000439561	COPB1	protein_coding	11	-1	14457512	14499811
ENSG00000129158	ENST00000265965	SERGEF	protein_coding	11	-1	17788048	18013047
ENSG00000129214	ENST00000380450	SHBG	protein_coding	17	1	7630135	7633372
ENSG00000129244	ENST00000250111	ATP1B2	protein_coding	17	1	7650926	7657770
ENSG00000129295	ENST00000620350	DNAAF11	protein_coding	8	-1	132570416	132675545
ENSG00000129347	ENST00000312962	KRI1	protein_coding	19	-1	10553085	10566010
ENSG00000129450	ENST00000250360	SIGLEC9	protein_coding	19	1	51124906	51130310
ENSG00000129595	ENST00000261486	EPB41L4A	protein_coding	5	-1	112162619	112419277
ENSG00000129596	ENST00000250535	CDO1	protein_coding	5	-1	115804733	115816659
ENSG00000129646	ENST00000680821	QRICH2	protein_coding	17	-1	76274049	76308276
ENSG00000129696	ENST00000431156	TTI2	protein_coding	8	-1	33498722	33513135
ENSG00000129757	ENST00000440480	CDKN1C	protein_coding	11	-1	2883218	2885775
ENSG00000130203	ENST00000252486	APOE	protein_coding	19	1	44905796	44909393
ENSG00000130254	ENST00000252542	SAFB2	protein_coding	19	-1	5586999	5622776
ENSG00000130309	ENST00000252599	COLGALT1	protein_coding	19	1	17555649	17583157
ENSG00000130313	ENST00000252603	PGLS	protein_coding	19	1	17511649	17521288
ENSG00000130414	ENST00000252711	NDUFA10	protein_coding	2	-1	239957372	240025342
ENSG00000130518	ENST00000392413	IQCN	protein_coding	19	-1	18257098	18274452
ENSG00000130561	ENST00000409110	SAG	protein_coding	2	1	233307816	233347055
ENSG00000130643	ENST00000252939	CALY	protein_coding	10	-1	133324072	133336896
ENSG00000130713	ENST00000372358	EXOSC2	protein_coding	9	1	130693780	130704892
ENSG00000130720	ENST00000372338	FIBCD1	protein_coding	9	-1	130902440	130939247
ENSG00000130749	ENST00000253048	ZC3H4	protein_coding	19	-1	47064187	47113776
ENSG00000130829	ENST00000342782	DUSP9	protein_coding	X	1	153647203	153651326
ENSG00000130856	ENST00000320610	ZNF236	protein_coding	18	1	76822557	76972901
ENSG00000131043	ENST00000320849	AAR2	protein_coding	20	1	36236478	36256933
ENSG00000131126	ENST00000598265	TEX101	protein_coding	19	1	43414890	43418597
ENSG00000131196	ENST00000427363	NFATC1	protein_coding	18	1	79395930	79529323
ENSG00000131242	ENST00000621161	RAB11FIP4	protein_coding	17	1	31391675	31538211
ENSG00000131323	ENST00000392745	TRAF3	protein_coding	14	1	102777449	102911500
ENSG00000131477	ENST00000253796	RAMP2	protein_coding	17	1	42761227	42763041
ENSG00000131495	ENST00000252102	NDUFA2	protein_coding	5	-1	140645285	140647630
ENSG00000131724	ENST00000371666	IL13RA1	protein_coding	X	1	118727606	118794533
ENSG00000131725	ENST00000254029	WDR44	protein_coding	X	1	118346106	118449961
ENSG00000131732	ENST00000407610	ZCCHC9	protein_coding	5	1	81301587	81313297
ENSG00000131778	ENST00000369258	CHD1L	protein_coding	1	1	147242684	147295762
ENSG00000131781	ENST00000254090	FMO5	protein_coding	1	-1	147186261	147225339
ENSG00000131864	ENST00000254181	USP29	protein_coding	19	1	57119985	57131926
ENSG00000132141	ENST00000314144	CCT6B	protein_coding	17	-1	34927861	34961460
ENSG00000132170	ENST00000651735	PPARG	protein_coding	3	1	12289070	12434344
ENSG00000132205	ENST00000254528	EMILIN2	protein_coding	18	1	2847006	2916003
ENSG00000132259	ENST00000379936	CNGA4	protein_coding	11	1	6239089	6244479
ENSG00000132275	ENST00000254605	RRP8	protein_coding	11	-1	6595072	6603616
ENSG00000132329	ENST00000254661	RAMP1	protein_coding	2	1	237859623	237912106
ENSG00000132437	ENST00000444124	DDC	protein_coding	7	-1	50458442	50565405
ENSG00000132446	ENST00000359202	FTHL17	protein_coding	X	-1	31071233	31072041
ENSG00000132466	ENST00000358602	ANKRD17	protein_coding	4	-1	73073376	73258798
ENSG00000132613	ENST00000338779	MTSS2	protein_coding	16	-1	70661204	70686053
ENSG00000132823	ENST00000255174	OSER1	protein_coding	20	-1	44195939	44210771
ENSG00000132842	ENST00000255194	AP3B1	protein_coding	5	-1	78002326	78294698
ENSG00000132846	ENST00000255198	ZBED3	protein_coding	5	-1	77072072	77087285
ENSG00000132849	ENST00000642238	PATJ	protein_coding	1	1	61742480	62163915
ENSG00000132938	ENST00000612955	MTUS2	protein_coding	13	1	28820339	29505947
ENSG00000132972	ENST00000255324	RNF17	protein_coding	13	1	24764169	24879921
ENSG00000132975	ENST00000405846	GPR12	protein_coding	13	-1	26755200	26760786
ENSG00000133026	ENST00000360416	MYH10	protein_coding	17	-1	8474224	8630725
ENSG00000133116	ENST00000380099	KL	protein_coding	13	1	33016423	33066143
ENSG00000133195	ENST00000255559	SLC39A11	protein_coding	17	-1	72645949	73092688
ENSG00000133247	ENST00000255613	KMT5C	protein_coding	19	1	55339876	55348121
ENSG00000133640	ENST00000393217	LRRIQ1	protein_coding	12	1	85036351	85245105
ENSG00000133794	ENST00000403290	BMAL1	protein_coding	11	1	13277790	13387266
ENSG00000133812	ENST00000256190	SBF2	protein_coding	11	-1	9778668	10294219
ENSG00000133943	ENST00000256324	DGLUCY	protein_coding	14	1	91114073	91225632
ENSG00000133980	ENST00000256362	VRTN	protein_coding	14	1	74348471	74360008
ENSG00000134138	ENST00000561208	MEIS2	protein_coding	15	-1	36889204	37100549
ENSG00000134153	ENST00000256545	EMC7	protein_coding	15	-1	34084017	34101862
